Patent,Cit_Date,Citation
6009809,1982-05-01,4329924
6009809,1982-06-01,4335653
6009809,1983-09-01,4402269
6009809,1988-03-01,4734265
6009809,1993-09-01,5241910
6009809,1995-04-01,5403036
6009809,1995-10-01,5454320
6009809,1996-09-01,5556132
6009809,1996-09-01,5558366
6009809,1996-11-01,5576509
6009809,1997-02-01,5602359
6009809,1998-02-01,5713597
6009809,1998-03-01,5732634
6009810,1975-10-01,3914141
6009810,1976-04-01,3953258
6009810,1978-07-01,4100224
6009810,1981-08-01,4283237
6009810,1984-01-01,4428786
6009810,1991-12-01,5074937
6009810,1994-03-01,5290857
6009810,1997-02-01,5602361
6009810,1997-04-01,5616883
6009810,1997-08-01,5654357
6009810,1997-10-01,5681904
6009811,1976-06-01,3964553
6009811,1978-10-01,4122899
6009811,1980-06-01,4208966
6009811,1984-03-01,4438810
6009811,1989-10-01,4875413
6009811,1990-04-01,4919050
6009811,1996-12-01,5582248
6009812,1989-05-01,4826076
6009812,1995-10-01,5456410
6009812,1997-08-01,5657695
6009812,1998-07-01,5779145
6009813,1998-07-01,5775232
6009814,1988-11-01,4782764
6009814,1989-03-01,4809619
6009814,1992-10-01,5156095
6009814,1993-08-01,5237937
6009814,1995-06-01,5425313
6009814,1996-10-01,5568775
6009815,1981-03-01,4257618
6009815,1984-05-01,4445671
6009815,1985-02-01,4497390
6009815,1986-06-01,4592590
6009815,1986-06-01,4593951
6009815,1988-07-01,4754713
6009815,1988-11-01,4784362
6009815,1991-09-01,5044468
6009815,1994-06-01,5320047
6009816,1981-09-01,4288136
6009816,1983-02-01,4371221
6009816,1988-06-01,4750794
6009816,1989-09-01,4869564
6009816,1989-11-01,4883331
6009816,1989-12-01,4886326
6009816,1990-08-01,4951576
6009816,1994-12-01,5372415
6009816,1995-01-01,5382088
6009816,1995-10-01,5454331
6009816,1995-10-01,5460564
6009817,1986-02-01,4571261
6009817,1993-04-01,5199975
6009818,1983-10-01,4411207
6009818,1989-08-01,4856441
6009818,1989-09-01,4864946
6009818,1993-02-01,5182997
6009818,1996-08-01,5544605
6009818,1997-04-01,5622126
6009818,1998-04-01,5743201
6009818,1998-09-01,5806446
6009819,1980-09-01,4220105
6009819,1982-11-01,4356782
6009819,1989-01-01,4796552
6009819,1992-02-01,5090343
6009820,1976-04-01,3949693
6009820,1979-11-01,4174671
6009820,1981-09-01,4286896
6009820,1984-03-01,4436050
6009820,1985-02-01,4498412
6009820,1987-03-01,4652177
6009820,1987-04-01,4657437
6009820,1988-01-01,4716847
6009820,1988-04-01,4735526
6009820,1990-02-01,4902169
6009820,1990-04-01,4913591
6009820,1991-08-01,5038702
6009820,1992-08-01,5139366
6009820,1992-08-01,5140924
6009820,1993-02-01,5188484
6009820,1996-09-01,5555838
6009820,1996-11-01,5575592
6009821,1975-07-01,3895594
6009821,1981-04-01,4263862
6009821,1981-11-01,4301006
6009821,1982-11-01,4359951
6009821,1987-12-01,4715307
6009821,1988-07-01,4759397
6009821,1992-11-01,5160215
6009822,1975-09-01,3903833
6009822,1975-11-01,3918389
6009822,1976-07-01,3970027
6009822,1978-02-01,4074652
6009822,1979-04-01,4147125
6009822,1979-11-01,4175511
6009822,1981-07-01,4278431
6009822,1983-10-01,4411630
6009822,1983-11-01,4412500
6009822,1983-12-01,4419082
6009822,1989-06-01,4838821
6009822,1992-09-01,5146865
6009822,1994-08-01,5336119
6009823,1975-04-01,3878807
6009823,1989-03-01,4809632
6009823,1993-07-01,5224887
6009824,1993-06-01,5216972
6009825,1977-05-01,4024718
6009825,1978-05-01,4086866
6009825,1979-08-01,4164195
6009825,1980-09-01,4222591
6009825,1981-03-01,4257721
6009825,1982-03-01,4318641
6009825,1982-08-01,4347012
6009825,1984-02-01,4432671
6009825,1984-03-01,4439068
6009825,1986-07-01,4601608
6009825,1987-01-01,4635728
6009825,1988-01-01,4721415
6009825,1988-03-01,4733993
6009825,1989-05-01,4830541
6009825,1990-07-01,4940362
6009825,1991-08-01,5041038
6009825,1992-11-01,5159891
6009825,1996-01-01,5480521
6009825,1998-01-01,5704307
6009826,1978-07-01,4098217
6009826,1983-06-01,4386575
6009826,1988-01-01,4721054
6009826,1989-07-01,4848261
6009826,1990-08-01,4951593
6009826,1991-12-01,5074235
6009827,1981-04-01,4260647
6009827,1989-10-01,4872947
6009827,1991-03-01,5000113
6009827,1993-12-01,5271972
6009827,1994-02-01,5286518
6009827,1994-06-01,5319247
6009827,1994-11-01,5362526
6009827,1995-02-01,5393708
6009827,1995-06-01,5426076
6009827,1995-10-01,5462899
6009827,1996-03-01,5502006
6009827,1997-01-01,5593741
6009828,1989-02-01,4808258
6009828,1989-09-01,4863549
6009828,1991-10-01,5057185
6009828,1992-03-01,5093703
6009828,1992-11-01,5160397
6009828,1994-06-01,5324388
6009828,1995-04-01,5405448
6009828,1995-10-01,5455061
6009828,1995-11-01,5468341
6009828,1996-01-01,5487786
6009829,1985-01-01,4492845
6009829,1986-09-01,4609564
6009829,1987-06-01,4673477
6009829,1988-02-01,4724058
6009829,1989-07-01,4849088
6009829,1989-08-01,4859489
6009829,1989-09-01,4869203
6009829,1990-05-01,4924135
6009829,1990-05-01,4929321
6009829,1990-07-01,4942844
6009829,1990-12-01,4978556
6009829,1991-04-01,5011638
6009829,1991-08-01,5037522
6009829,1991-09-01,5045344
6009829,1992-06-01,5126030
6009829,1993-06-01,5221349
6009829,1993-08-01,5234561
6009829,1993-12-01,5269896
6009829,1993-12-01,5269898
6009829,1994-01-01,5279723
6009829,1994-02-01,5282944
6009829,1994-04-01,5306408
6009829,1994-05-01,5317235
6009829,1995-08-01,5441624
6009829,1995-10-01,5458754
6009829,1995-11-01,5468363
6009829,1996-01-01,5480527
6009829,1996-05-01,5518597
6009829,1996-12-01,5580669
6009829,1996-12-01,5588975
6009829,1998-11-01,5840163
6009830,1994-10-01,5356515
6009830,1995-12-01,5476182
6009830,1996-08-01,5542559
6009830,1996-09-01,5556501
6009830,1997-12-01,5698062
6009831,1979-02-01,4142004
6009831,1985-01-01,4493977
6009831,1985-03-01,4504730
6009831,1988-05-01,4748135
6009831,1992-11-01,5160543
6009831,1992-11-01,5164012
6009831,1993-10-01,5254171
6009831,1994-07-01,5329095
6009831,1994-12-01,5370371
6009831,1996-07-01,5536918
6009831,1997-11-01,5683518
6009832,1975-08-01,3900005
6009832,1980-07-01,4211184
6009832,1981-10-01,4292926
6009832,1982-08-01,4344385
6009832,1990-07-01,4941433
6009832,1991-10-01,5054425
6009832,1993-06-01,5218924
6009832,1993-09-01,5245947
6009832,1995-08-01,5443035
6009832,1997-07-01,5651329
6009834,1984-06-01,4452177
6009835,1992-07-01,5133292
6009835,1997-12-01,5692392
6009835,1998-01-01,5709166
6009836,1987-03-01,4649862
6009836,1987-09-01,4696257
6009836,1996-10-01,5564364
6009836,1998-05-01,5755181
6009837,1996-07-01,5540017
6009838,1979-05-01,4154196
6009838,1980-05-01,4201153
6009838,1980-11-01,4234780
6009838,1983-05-01,4384461
6009838,1989-07-01,4850198
6009838,1990-07-01,4939911
6009838,1991-04-01,5010845
6009838,1991-07-01,5031412
6009838,1992-01-01,5081955
6009838,1992-08-01,5134969
6009838,1993-05-01,5213059
6009838,1993-12-01,5272316
6009838,1994-09-01,5343712
6009838,1996-09-01,5557941
6009838,1998-09-01,5802863
6009838,1998-09-01,5809936
6009838,1999-03-01,5887436
6009838,1999-05-01,5899084
6009839,1980-10-01,4226474
6009839,1985-08-01,4537154
6009839,1985-12-01,4560097
6009839,1987-05-01,4667624
6009839,1989-07-01,4848793
6009839,1992-06-01,5119767
6009839,1993-11-01,5259338
6009839,1994-07-01,5325818
6009839,1995-02-01,5388551
6009839,1996-07-01,5540403
6009839,1996-10-01,5562326
6009839,1997-04-01,5619955
6009839,1997-05-01,5628548
6009839,1997-10-01,5676426
6009839,1997-10-01,5678739
6009839,1998-03-01,5730498
6009839,1998-03-01,5732861
6009839,1998-03-01,5733014
6009839,1998-12-01,5848741
6009839,1999-06-01,5909927
6009839,1999-07-01,5927235
6009840,1990-07-01,4940042
6009840,1991-07-01,5029533
6009840,1997-06-01,5636619
6009841,1984-06-01,4455543
6009841,1985-05-01,4515343
6009841,1987-07-01,4682574
6009841,1987-12-01,4715330
6009841,1987-12-01,4715332
6009841,1988-01-01,4719882
6009841,1988-10-01,4777915
6009841,1989-05-01,4831973
6009841,1991-12-01,5070826
6009841,1991-12-01,5074259
6009841,1992-03-01,5095856
6009841,1992-05-01,5115772
6009841,1992-07-01,5131624
6009841,1993-06-01,5222714
6009841,1994-07-01,5331931
6009841,1996-08-01,5544626
6009841,1997-02-01,5598814
6009841,1997-08-01,5653198
6009841,1997-08-01,5657726
6009841,1997-09-01,5669341
6009841,1997-12-01,5692463
6009842,1985-08-01,4535733
6009842,1985-10-01,4546735
6009842,1989-09-01,4862845
6009842,1991-10-01,5052350
6009842,1993-01-01,5178105
6009842,1995-07-01,5431432
6009842,1996-09-01,5555860
6009842,1996-12-01,5586527
6009842,1997-01-01,5590906
6009843,1975-11-01,3917110
6009843,1977-01-01,4004889
6009843,1977-09-01,4050956
6009843,1978-02-01,4073474
6009843,1978-02-01,4074671
6009843,1978-10-01,4122817
6009843,1979-04-01,4149910
6009843,1979-05-01,4155492
6009843,1981-11-01,4301213
6009843,1982-08-01,4347076
6009843,1982-11-01,4359022
6009843,1983-10-01,4410285
6009843,1984-02-01,4433652
6009843,1985-12-01,4556022
6009843,1986-07-01,4597367
6009843,1986-08-01,4606883
6009843,1986-12-01,4632074
6009843,1988-03-01,4729546
6009843,1988-09-01,4770549
6009843,1989-05-01,4834036
6009843,1989-07-01,4846837
6009843,1989-08-01,4852531
6009843,1989-09-01,4867116
6009843,1989-10-01,4872431
6009843,1989-11-01,4881500
6009843,1989-11-01,4883778
6009843,1990-05-01,4928645
6009843,1991-06-01,5022918
6009843,1991-12-01,5076866
6009843,1992-03-01,5094200
6009843,1992-05-01,5112415
6009843,1992-12-01,5169460
6009843,1994-12-01,5370092
6009843,1994-12-01,5370364
6009843,1996-04-01,5503122
6009843,1996-05-01,5517956
6009843,1997-09-01,5662745
6009843,1998-02-01,5720246
6009843,1998-10-01,5823158
6009844,1987-09-01,4690104
6009845,1985-09-01,4538557
6009845,1990-04-01,4917066
6009846,1995-12-01,5471966
6009846,1996-12-01,5579744
6009847,1994-04-01,5304049
6009847,1994-04-01,5305716
6009848,1990-09-01,4955339
6009848,1998-07-01,5785031
6009849,1978-11-01,4125094
6009849,1992-07-01,5127378
6009849,1994-07-01,5327864
6009849,1994-09-01,5347964
6009849,1996-06-01,5529038
6009849,1998-11-01,5836284
6009850,1975-04-01,3880131
6009850,1976-03-01,3942914
6009850,1978-02-01,4073275
6009850,1978-12-01,4129253
6009850,1979-08-01,4165723
6009850,1980-10-01,4229148
6009850,1982-09-01,4351283
6009850,1983-06-01,4389987
6009850,1983-07-01,4392612
6009850,1984-09-01,4470545
6009850,1985-07-01,4527737
6009850,1986-02-01,4572433
6009850,1987-12-01,4709679
6009850,1988-05-01,4741314
6009850,1988-07-01,4757794
6009850,1989-10-01,4870936
6009850,1989-11-01,4881506
6009850,1990-07-01,4940037
6009850,1990-08-01,4951874
6009850,1990-12-01,4975029
6009850,1991-07-01,5029568
6009850,1993-05-01,5209208
6009850,1993-08-01,5233955
6009850,1994-02-01,5286178
6009850,1995-02-01,5390851
6009851,1983-08-01,4398514
6009851,1985-01-01,4491108
6009851,1986-06-01,4593663
6009851,1988-01-01,4721082
6009851,1993-05-01,5209214
6009852,1982-10-01,4355550
6009852,1988-08-01,4760823
6009852,1989-06-01,4841447
6009852,1991-02-01,4993283
6009852,1991-05-01,5012779
6009852,1992-01-01,5081597
6009852,1994-03-01,5291802
6009852,1995-05-01,5415143
6009852,1996-11-01,5577979
6009852,1997-05-01,5630394
6009853,1995-07-01,5429090
6009853,1995-07-01,5431139
6009853,1995-07-01,5435284
6009853,1995-09-01,5447133
6009853,1996-02-01,5492097
6009853,1996-06-01,5524589
6009853,1997-04-01,5623906
6009853,1998-05-01,5755201
6009853,1998-07-01,5778853
6009853,1998-11-01,5829409
6009854,1991-08-01,5036821
6009854,1994-07-01,5325834
6009855,1980-09-01,4221192
6009855,1988-07-01,4756289
6009855,1989-01-01,4798186
6009855,1990-08-01,4946106
6009855,1992-04-01,5101800
6009855,1994-01-01,5277156
6009855,1995-03-01,5398658
6009855,1996-01-01,5482021
6009855,1997-12-01,5699770
6009855,1998-05-01,5752487
6009855,1998-09-01,5806494
6009856,1975-12-01,3924583
6009856,1978-01-01,4066213
6009856,1981-12-01,4307693
6009856,1983-12-01,4419977
6009856,1985-06-01,4522182
6009856,1986-05-01,4589596
6009856,1991-03-01,5002480
6009856,1992-02-01,5086980
6009856,1992-10-01,5156129
6009856,1994-07-01,5328100
6009856,1994-09-01,5345913
6009856,1994-11-01,5365907
6009856,1998-05-01,5752487
6009857,1975-07-01,3896779
6009857,1979-04-01,4150651
6009857,1981-06-01,4274382
6009857,1981-07-01,4276863
6009857,1985-02-01,4499876
6009857,1985-11-01,4552114
6009857,1987-06-01,4676214
6009857,1990-05-01,4928642
6009857,1991-07-01,5035212
6009857,1992-04-01,5105779
6009857,1992-06-01,5117790
6009857,1993-10-01,5251590
6009857,1995-08-01,5445128
6009857,1995-08-01,5445129
6009857,1996-01-01,5483927
6009857,1996-10-01,5564391
6009858,1994-10-01,5357944
6009858,1995-12-01,5478213
6009858,1998-05-01,5749717
6009859,1978-04-01,4084564
6009859,1982-12-01,4364355
6009859,1991-08-01,5039284
6009859,1993-11-01,5265997
6009859,1994-05-01,5309885
6009859,1995-02-01,5392750
6009859,1996-12-01,5579739
6009859,1996-12-01,5586858
6009859,1997-02-01,5598827
6009859,1997-07-01,5642719
6009859,1997-07-01,5647331
6009859,1998-04-01,5740784
6009860,1982-06-01,4335697
6009860,1984-08-01,4463734
6009860,1986-07-01,4597364
6009860,1987-02-01,4641625
6009860,1988-01-01,4721078
6009860,1989-04-01,4817568
6009860,1990-09-01,4955326
6009860,1992-08-01,5136986
6009860,1992-08-01,5140959
6009860,1992-09-01,5150685
6009860,1993-07-01,5224457
6009860,1993-07-01,5226396
6009860,1994-12-01,5370097
6009860,1995-03-01,5398724
6009860,1995-09-01,5450829
6009860,1996-06-01,5526786
6009860,1997-03-01,5611316
6009860,1997-11-01,5690078
6009860,1998-01-01,5711270
6009860,1998-05-01,5755210
6009861,1984-01-01,4424790
6009861,1988-03-01,4732116
6009861,1988-03-01,4732117
6009861,1988-03-01,4732118
6009862,1984-02-01,4433666
6009862,1984-08-01,4466415
6009862,1984-10-01,4474008
6009862,1986-07-01,4598684
6009862,1988-04-01,4736728
6009862,1992-05-01,5113835
6009862,1993-03-01,5190017
6009862,1995-09-01,5448974
6009862,1996-05-01,5515833
6009862,1996-07-01,5533489
6009862,1998-03-01,5724950
6009862,1998-05-01,5758309
6009862,1999-03-01,5889203
6009863,1978-01-01,4066055
6009863,1991-12-01,5069192
6009863,1993-05-01,5209191
6009864,1975-11-01,3921606
6009864,1976-03-01,3943905
6009864,1979-05-01,4154205
6009864,1982-08-01,4345575
6009864,1985-12-01,4558683
6009864,1989-12-01,4886036
6009864,1990-10-01,4967037
6009864,1991-09-01,5049786
6009864,1993-05-01,5207208
6009865,1975-10-01,3911887
6009865,1987-10-01,4699115
6009865,1995-02-01,5392753
6009865,1997-05-01,5630384
6009866,1988-03-01,4732128
6009866,1992-02-01,5090387
6009866,1992-09-01,5148795
6009866,1993-05-01,5214267
6009866,1998-02-01,5719778
6009867,1981-08-01,4282854
6009867,1982-03-01,4321907
6009867,1982-05-01,4331125
6009867,1983-11-01,4417565
6009867,1984-07-01,4461270
6009867,1985-03-01,4503835
6009867,1985-07-01,4531507
6009867,1993-03-01,5197455
6009867,1993-05-01,5213075
6009867,1993-07-01,5230325
6009867,1995-11-01,5469835
6009867,1996-04-01,5507274
6009867,1997-06-01,5638807
6009868,1987-07-01,4678123
6009868,1988-08-01,4767416
6009868,1990-05-01,4923448
6009868,1991-11-01,5067655
6009868,1993-07-01,5224471
6009868,1996-07-01,5533501
6009868,1996-07-01,5553501
6009869,1979-01-01,4134547
6009869,1980-11-01,4231973
6009869,1981-05-01,4268460
6009869,1988-05-01,4746067
6009869,1988-12-01,4793556
6009869,1989-03-01,4813611
6009869,1993-10-01,5249740
6009869,1994-02-01,5287847
6009869,1994-03-01,5297543
6009869,1994-05-01,5312046
6009869,1994-08-01,5337740
6009869,1994-10-01,5355872
6009869,1995-10-01,5458135
6009869,1995-12-01,5474059
6009869,1996-01-01,5483953
6009869,1997-10-01,5676130
6009869,1997-12-01,5697361
6009869,1998-07-01,5775320
6009869,1998-10-01,5823434
6009870,1992-04-01,5101819
6009870,1993-05-01,5207623
6009870,1995-01-01,5383448
6009870,1995-11-01,5467764
6009870,1998-09-01,5799652
6009870,1998-12-01,5850833
6009871,1981-04-01,4262686
6009871,1991-04-01,5005570
6009871,1992-06-01,5119810
6009871,1997-10-01,5678540
6009871,1998-09-01,5810002
6009871,1998-10-01,5823186
6009872,1975-12-01,3927676
6009872,1976-03-01,3946742
6009872,1976-08-01,3973569
6009872,1976-10-01,3987798
6009872,1977-04-01,4018221
6009872,1977-06-01,4027666
6009872,1978-05-01,4088136
6009872,1980-11-01,4235229
6009872,1981-01-01,4246897
6009872,1981-03-01,4256099
6009872,1981-12-01,4304228
6009872,1982-02-01,4313437
6009872,1982-05-01,4331144
6009872,1984-12-01,4485822
6009872,1985-07-01,4527559
6009872,1985-10-01,4548200
6009872,1986-07-01,4598705
6009872,1987-02-01,4641646
6009872,1988-04-01,4738662
6009872,1989-06-01,4838867
6009872,1989-07-01,4844061
6009872,1989-07-01,4848331
6009872,1990-03-01,4906234
6009872,1991-03-01,5000741
6009872,1991-04-01,5009227
6009872,1991-04-01,5010884
6009872,1991-08-01,5042477
6009872,1991-10-01,5054482
6009872,1991-10-01,5056515
6009872,1991-12-01,5069206
6009872,1992-04-01,5101822
6009872,1992-06-01,5123410
6009872,1994-02-01,5282463
6009872,1994-10-01,5357952
6009872,1995-05-01,5413095
6009872,1995-12-01,5471980
6009872,1997-09-01,5671732
6009872,1998-07-01,5782236
6009873,1975-05-01,3884225
6009873,1975-12-01,3924282
6009873,1983-05-01,4383713
6009873,1986-02-01,4567887
6009873,1988-11-01,4780921
6009873,1993-02-01,5182828
6009873,1993-03-01,5193238
6009873,1993-06-01,5216772
6009873,1994-09-01,5347669
6009874,1980-06-01,4205669
6009874,1980-08-01,4216951
6009875,1995-09-01,5447947
6009875,1996-05-01,5513661
6009876,1979-05-01,4156124
6009876,1984-07-01,4461285
6009876,1984-07-01,4461294
6009876,1989-06-01,4840175
6009876,1990-02-01,4903695
6009876,1990-03-01,4905711
6009876,1990-12-01,4976709
6009876,1991-10-01,5057104
6009876,1992-03-01,5092863
6009876,1992-04-01,5108412
6009876,1992-08-01,5137530
6009876,1994-02-01,5282797
6009876,1994-05-01,5312395
6009876,1994-08-01,5336215
6009876,1994-10-01,5356409
6009876,1995-08-01,5437657
6009876,1996-01-01,5486172
6009876,1996-12-01,5582608
6009876,1997-03-01,5611795
6009876,1997-04-01,5616139
6009876,1997-07-01,5649922
6009877,1975-08-01,3901241
6009877,1977-03-01,4011872
6009877,1980-04-01,4196724
6009877,1983-10-01,4411266
6009877,1984-01-01,4423812
6009877,1985-08-01,4532924
6009877,1986-01-01,4565200
6009877,1990-02-01,4901737
6009877,1990-03-01,4906203
6009877,1990-03-01,4907589
6009877,1990-07-01,4943290
6009877,1990-08-01,4947842
6009877,1990-10-01,4966597
6009877,1990-12-01,4976711
6009877,1991-07-01,5035696
6009877,1991-09-01,5046512
6009877,1991-10-01,5057107
6009877,1992-01-01,5078717
6009877,1992-01-01,5083565
6009877,1992-02-01,5088979
6009877,1992-03-01,5094233
6009877,1992-03-01,5100423
6009877,1992-06-01,5122137
6009877,1992-06-01,5125928
6009877,1993-03-01,5190541
6009877,1993-03-01,5197963
6009877,1993-03-01,5197964
6009877,1993-04-01,5205287
6009877,1993-06-01,5215103
6009877,1993-10-01,5254126
6009877,1993-10-01,5256138
6009877,1993-11-01,5257451
6009877,1994-01-01,5275162
6009877,1994-01-01,5275608
6009877,1994-01-01,5277201
6009877,1994-01-01,5281216
6009877,1994-01-01,5281217
6009877,1994-01-01,5281218
6009877,1994-03-01,5290286
6009877,1994-03-01,5293869
6009877,1994-05-01,5309910
6009877,1994-05-01,5313943
6009877,1994-05-01,5314466
6009877,1994-05-01,5316020
6009877,1994-07-01,5328467
6009877,1994-08-01,5334196
6009877,1994-09-01,5348554
6009877,1994-11-01,5363861
6009877,1994-11-01,5365926
6009877,1994-11-01,5365945
6009877,1994-11-01,5366490
6009877,1994-11-01,5368557
6009877,1994-11-01,5368592
6009877,1994-12-01,5370675
6009877,1994-12-01,5370678
6009877,1995-01-01,5383876
6009877,1995-01-01,5383917
6009877,1995-01-01,5385544
6009877,1995-03-01,5397339
6009877,1995-03-01,5398683
6009877,1995-03-01,5401272
6009877,1995-04-01,5403311
6009877,1995-04-01,5409453
6009877,1995-06-01,5421819
6009877,1995-06-01,5423808
6009877,1995-06-01,5423811
6009877,1995-06-01,5423812
6009877,1995-07-01,5433739
6009877,1995-07-01,5435805
6009877,1995-08-01,5441499
6009877,1995-10-01,5456662
6009877,1995-10-01,5456682
6009877,1995-10-01,5458596
6009877,1995-10-01,5458597
6009877,1995-11-01,5470308
6009877,1995-12-01,5471982
6009877,1995-12-01,5472441
6009877,1996-01-01,5484400
6009877,1996-01-01,5486161
6009877,1996-02-01,5490984
6009877,1996-03-01,5496271
6009877,1996-04-01,5505728
6009877,1996-04-01,5505730
6009877,1996-04-01,5507743
6009877,1996-04-01,5509419
6009877,1996-05-01,5514130
6009877,1996-05-01,5514131
6009877,1996-05-01,5520684
6009877,1996-07-01,5531676
6009877,1996-07-01,5531677
6009877,1996-07-01,5536240
6009877,1996-07-01,5536267
6009877,1996-07-01,5540655
6009877,1996-08-01,5542915
6009877,1996-08-01,5542916
6009877,1996-08-01,5545161
6009877,1996-08-01,5545171
6009877,1996-08-01,5545193
6009877,1996-08-01,5545434
6009877,1996-08-01,5549108
6009877,1996-08-01,5549644
6009877,1996-09-01,5554110
6009877,1996-09-01,5556377
6009877,1996-09-01,5558672
6009877,1996-09-01,5558673
6009877,1996-11-01,5571116
6009877,1997-02-01,5599345
6009877,1997-03-01,5609151
6009877,1997-04-01,5624439
6009877,1997-10-01,5676674
6009877,1997-11-01,5688490
6009878,1984-04-01,4441498
6009878,1985-09-01,4542532
6009878,1988-07-01,4757816
6009878,1988-08-01,4760837
6009878,1991-04-01,5006115
6009878,1991-04-01,5009644
6009878,1992-12-01,5171228
6009878,1994-07-01,5325873
6009878,1995-06-01,5425367
6009878,1996-05-01,5513637
6009878,1997-04-01,5622169
6009878,1998-03-01,5727552
6009879,1981-12-01,4306573
6009879,1984-12-01,4485826
6009879,1987-10-01,4697603
6009879,1987-11-01,4703764
6009879,1991-04-01,5003996
6009879,1992-12-01,5168882
6009879,1996-06-01,5526826
6009879,1998-06-01,5769096
6009880,1976-10-01,3986257
6009880,1977-12-01,4062109
6009880,1983-04-01,4380120
6009880,1987-02-01,4640011
6009880,1990-06-01,4934050
6009880,1991-01-01,4982747
6009880,1991-03-01,4996771
6009880,1991-04-01,5010644
6009880,1991-12-01,5072511
6009880,1992-07-01,5131146
6009880,1993-03-01,5195544
6009880,1993-11-01,5261160
6009881,1980-07-01,4211247
6009881,1987-09-01,4691720
6009881,1989-03-01,4813439
6009881,1996-09-01,5555899
6009882,1992-12-01,5167245
6009882,1994-03-01,5289834
6009882,1995-11-01,5465741
6009882,1996-03-01,5497795
6009882,1997-09-01,5669399
6009882,1998-07-01,5778904
6009883,1976-02-01,3939850
6009883,1981-03-01,4254324
6009883,1988-01-01,4721121
6009883,1990-09-01,4955145
6009883,1991-11-01,5064993
6009883,1998-03-01,5729907
6009883,1998-04-01,5738121
6009884,1975-11-01,3922521
6009884,1977-11-01,4056111
6009884,1980-07-01,4212311
6009884,1983-08-01,4397326
6009884,1983-09-01,4404977
6009884,1984-09-01,4469934
6009884,1986-08-01,4606342
6009884,1988-01-01,4719931
6009884,1990-07-01,4939340
6009884,1992-02-01,5086793
6009884,1997-01-01,5590669
6009885,1979-07-01,4162010
6009885,1990-04-01,4917131
6009885,1991-01-01,4982751
6009885,1999-02-01,5865194
6009886,1978-10-01,4122983
6009886,1980-05-01,4201490
6009886,1981-05-01,4269207
6009886,1990-09-01,4957125
6009886,1991-06-01,5026191
6009886,1991-07-01,5033898
6009886,1998-12-01,5842487
6009887,1979-04-01,4148318
6009887,1980-09-01,4225254
6009887,1981-11-01,4299005
6009887,1982-01-01,4308879
6009887,1984-06-01,4455705
6009887,1984-11-01,4483356
6009887,1986-09-01,4609301
6009887,1986-10-01,4618279
6009887,1987-04-01,4658461
6009887,1988-05-01,4747720
6009887,1990-05-01,4925327
6009887,1990-05-01,4927283
6009887,1990-06-01,4936700
6009887,1992-02-01,5088849
6009887,1992-06-01,5125757
6009887,1994-04-01,5299877
6009887,1996-04-01,5509744
6009887,1996-10-01,5566418
6009887,1996-12-01,5581838
6009887,1997-04-01,5615962
6009887,1997-08-01,5659916
6009888,1988-01-01,4718974
6009888,1991-07-01,5035918
6009888,1992-05-01,5114834
6009888,1995-01-01,5381807
6009888,1997-05-01,5630904
6009889,1979-05-01,4154624
6009889,1982-02-01,4313767
6009889,1992-08-01,5135014
6009889,1994-10-01,5356481
6009889,1994-11-01,5363866
6009889,1995-04-01,5409545
6009889,1995-06-01,5425385
6009889,1995-08-01,5441063
6009889,1996-04-01,5507060
6009889,1997-02-01,5598859
6009889,1998-01-01,5706842
6009890,1983-10-01,4408560
6009890,1987-09-01,4693777
6009890,1987-12-01,4715392
6009890,1989-05-01,4828878
6009890,1992-10-01,5158616
6009890,1994-03-01,5297568
6009890,1994-05-01,5314509
6009890,1995-01-01,5379784
6009890,1995-01-01,5381808
6009890,1995-07-01,5431179
6009890,1996-01-01,5482068
6009890,1996-01-01,5485644
6009890,1996-05-01,5520744
6009890,1998-08-01,5795405
6009891,1992-12-01,5172712
6009891,1995-07-01,5430980
6009891,1997-09-01,5664595
6009891,1997-10-01,5673444
6009891,1997-10-01,5678587
6009892,1996-11-01,5575307
6009892,1997-01-01,5590678
6009892,1998-03-01,5732826
6009893,1990-02-01,4901750
6009893,1991-04-01,5010917
6009893,1994-10-01,5355966
6009894,1983-11-01,4413644
6009894,1985-01-01,4494564
6009894,1987-04-01,4657178
6009894,1987-11-01,4705066
6009894,1990-12-01,4979883
6009894,1992-01-01,5081913
6009894,1994-09-01,5344364
6009894,1998-02-01,5720658
6009895,1975-10-01,3911950
6009895,1977-04-01,4015622
6009895,1983-11-01,4413645
6009895,1984-10-01,4478587
6009895,1985-10-01,4549870
6009895,1987-06-01,4669498
6009895,1987-12-01,4709722
6009895,1990-05-01,4927397
6009895,1993-02-01,5188142
6009895,1993-04-01,5203831
6009896,1985-11-01,4552167
6009896,1986-08-01,4605035
6009896,1987-04-01,4655253
6009896,1997-07-01,5645102
6009896,1997-07-01,5649686
6009897,1999-02-01,5871030
6009898,1988-10-01,4776060
6009898,1989-08-01,4860703
6009898,1991-07-01,5034036
6009898,1996-10-01,5564513
6009898,1996-11-01,5575247
6009899,1978-05-01,4090534
6009899,1980-01-01,4182359
6009899,1985-07-01,4531359
6009899,1988-08-01,4760989
6009899,1996-07-01,5538037
6009900,1987-04-01,4655246
6009900,1998-09-01,5809780
6009901,1979-01-01,4135551
6009901,1986-10-01,4618171
6009901,1987-08-01,4687016
6009901,1990-08-01,4948094
6009901,1990-11-01,4971107
6009901,1991-02-01,4989630
6009901,1992-01-01,5078170
6009901,1993-12-01,5273071
