sno,citing,cited,ncites
13591,4854532,3931947,14
13592,5271143,3931947,14
13593,5360195,3931947,14
13594,5501018,3931947,14
13595,5577703,3931947,14
13596,5690304,3931947,14
13597,5725187,3931947,14
13598,6276682,3931947,14
13599,6354544,3931947,14
13600,4227668,3931948,5
13601,5908111,3931948,5
13602,6200656,3931948,5
13603,6361010,3931948,5
13604,7086545,3931948,5
13605,4267999,3931949,5
13606,4705256,3931949,5
13607,4923154,3931949,5
13608,5775665,3931949,5
13609,7053774,3931949,5
13610,5035385,3931950,1
13611,4077757,3931951,13
13612,4171194,3931951,13
13613,4402484,3931951,13
13614,4431393,3931951,13
13615,4441873,3931951,13
13616,4540540,3931951,13
13617,4592716,3931951,13
13618,4938678,3931951,13
13619,5275544,3931951,13
13620,5609323,3931951,13
13621,5686010,3931951,13
13622,6021995,3931951,13
13623,7121520,3931951,13
13624,4566668,3931952,1
13625,5711509,3931953,4
13626,6010112,3931953,4
13627,6283446,3931953,4
13628,6311949,3931953,4
13629,5704590,3931954,2
13630,6182691,3931954,2
13631,4221360,3931955,8
13632,4265426,3931955,8
13633,4313592,3931955,8
13634,4601459,3931955,8
13635,5427137,3931955,8
13636,5979870,3931955,8
13637,6554250,3931955,8
13638,6681799,3931955,8
13639,4239196,3931956,11
13640,4334668,3931956,11
13641,4362295,3931956,11
13642,4533127,3931956,11
13643,4669703,3931956,11
13644,4799656,3931956,11
13645,5192180,3931956,11
13646,5657524,3931956,11
13647,5692731,3931956,11
13648,6164625,3931956,11
13649,7040059,3931956,11
13650,4015820,3931957,5
13651,4701099,3931957,5
13652,4840534,3931957,5
13653,6017018,3931957,5
13654,6109642,3931957,5
13655,4650162,3931958,5
13656,4699360,3931958,5
13657,4905922,3931958,5
13658,5108352,3931958,5
13659,6231468,3931958,5
13660,4046357,3931959,8
13661,4211367,3931959,8
13662,4272020,3931959,8
13663,4630929,3931959,8
13664,4892410,3931959,8
13665,5224654,3931959,8
13666,6915966,3931959,8
13667,7021913,3931959,8
13668,4655237,3931960,2
13669,4668170,3931960,2
13670,4061378,3931961,7
13671,4106412,3931961,7
13672,4428567,3931961,7
13673,4546959,3931961,7
13674,5509514,3931961,7
13675,6679185,3931961,7
13676,6913127,3931961,7
13677,4211134,3931962,2
13678,4581967,3931962,2
13679,4198039,3931963,8
13680,4221373,3931963,8
13681,4265437,3931963,8
13682,5083998,3931963,8
13683,5520604,3931963,8
13684,5873807,3931963,8
13685,6499737,3931963,8
13686,6709375,3931963,8
13687,4438916,3931964,9
13688,4458891,3931964,9
13689,4505469,3931964,9
13690,4768769,3931964,9
13691,4869489,3931964,9
13692,5102113,3931964,9
13693,5315348,3931964,9
13694,5332206,3931964,9
13695,5404197,3931964,9
13696,4092024,3931965,2
13697,6688995,3931965,2
13698,5186699,3931967,2
13699,5286021,3931967,2
13700,3994495,3931968,22
13701,4027879,3931968,22
13702,4027881,3931968,22
13703,4317567,3931968,22
13704,4325549,3931968,22
13705,4355803,3931968,22
13706,4537399,3931968,22
13707,4537400,3931968,22
13708,4545584,3931968,22
13709,4575082,3931968,22
13710,4641838,3931968,22
13711,4671508,3931968,22
13712,4718671,3931968,22
13713,4721305,3931968,22
13714,4898386,3931968,22
13715,5018734,3931968,22
13716,5400472,3931968,22
13717,5516101,3931968,22
13718,5524879,3931968,22
13719,5897448,3931968,22
13720,6446733,3931968,22
13721,6923727,3931968,22
13722,4306721,3931969,8
13723,4736951,3931969,8
13724,5083779,3931969,8
13725,5413337,3931969,8
13726,5597362,3931969,8
13727,5634857,3931969,8
13728,6120384,3931969,8
13729,6623372,3931969,8
13730,4078797,3931970,3
13731,5104607,3931970,3
13732,5630760,3931970,3
13733,4162072,3931971,4
13734,5511782,3931971,4
13735,5649874,3931971,4
13736,5785618,3931971,4
13737,4023806,3931972,7
13738,4034985,3931972,7
13739,4070025,3931972,7
13740,4906003,3931972,7
13741,5042808,3931972,7
13742,5607155,3931972,7
13743,5749575,3931972,7
13744,4320902,3931973,2
13745,6910977,3931973,2
13746,4082282,3931974,10
13747,4300766,3931974,10
13748,5104607,3931974,10
13749,5342050,3931974,10
13750,5467985,3931974,10
13751,6109607,3931974,10
13752,6155564,3931974,10
13753,6234476,3931974,10
13754,6345820,3931974,10
13755,6379250,3931974,10
13756,4693478,3931975,5
13757,5308067,3931975,5
13758,5558332,3931975,5
13759,5695412,3931975,5
13760,6261190,3931975,5
13761,4067583,3931976,3
13762,4141547,3931976,3
13763,4226427,3931976,3
13764,4202553,3931978,2
13765,4213618,3931978,2
13766,4021056,3931980,25
13767,4182524,3931980,25
13768,4185851,3931980,25
13769,4191395,3931980,25
13770,4196920,3931980,25
13771,4278269,3931980,25
13772,4505493,3931980,25
13773,4592734,3931980,25
13774,4600213,3931980,25
13775,4703946,3931980,25
13776,4715132,3931980,25
13777,4880251,3931980,25
13778,5020823,3931980,25
13779,5040822,3931980,25
13780,5690350,3931980,25
13781,5915720,3931980,25
13782,6092830,3931980,25
13783,6145868,3931980,25
13784,6168183,3931980,25
13785,6270109,3931980,25
13786,6322095,3931980,25
13787,6375212,3931980,25
13788,6623027,3931980,25
13789,6817619,3931980,25
13790,6966563,3931980,25
13791,4319767,3931981,1
13792,4278269,3931982,10
13793,4678201,3931982,10
13794,4732405,3931982,10
13795,4923207,3931982,10
13796,5020822,3931982,10
13797,5116074,3931982,10
13798,5816603,3931982,10
13799,6116635,3931982,10
13800,6375212,3931982,10
13801,6595541,3931982,10
13802,5738361,3931983,2
13803,6443466,3931983,2
13804,4465290,3931984,3
13805,5401042,3931984,3
13806,7063337,3931984,3
13807,4323133,3931985,8
13808,4624467,3931985,8
13809,4953878,3931985,8
13810,6042128,3931985,8
13811,6443481,3931985,8
13812,6471236,3931985,8
13813,6685199,3931985,8
13814,7032921,3931985,8
13815,4286797,3931987,4
13816,4529220,3931987,4
13817,4948155,3931987,4
13818,5564725,3931987,4
13819,4234210,3931988,7
13820,4289328,3931988,7
13821,4291899,3931988,7
13822,4323267,3931988,7
13823,4368901,3931988,7
13824,4853270,3931988,7
13825,6793246,3931988,7
13826,4429760,3931989,5
13827,6050593,3931989,5
13828,6129165,3931989,5
13829,6176337,3931989,5
13830,6186252,3931989,5
13831,4046396,3931990,15
13832,4997197,3931990,15
13833,5044648,3931990,15
13834,5211415,3931990,15
13835,5217241,3931990,15
13836,5335929,3931990,15
13837,5380026,3931990,15
13838,5403028,3931990,15
13839,5509679,3931990,15
13840,5678837,3931990,15
13841,5899480,3931990,15
13842,6386568,3931990,15
13843,6712373,3931990,15
13844,6866281,3931990,15
13845,6953202,3931990,15
13846,4572502,3931991,13
13847,4578120,3931991,13
13848,4591180,3931991,13
13849,4593923,3931991,13
13850,4856803,3931991,13
13851,4955850,3931991,13
13852,5069470,3931991,13
13853,5385246,3931991,13
13854,5386882,3931991,13
13855,5484038,3931991,13
13856,5489030,3931991,13
13857,5784752,3931991,13
13858,5888310,3931991,13
13859,4250800,3931992,10
13860,4335907,3931992,10
13861,4356998,3931992,10
13862,4717078,3931992,10
13863,4778204,3931992,10
13864,4938037,3931992,10
13865,5048309,3931992,10
13866,6375388,3931992,10
13867,6629651,3931992,10
13868,7066411,3931992,10
13869,4199187,3931994,13
13870,4273375,3931994,13
13871,4818007,3931994,13
13872,5207722,3931994,13
13873,5735564,3931994,13
13874,6086128,3931994,13
13875,6260903,3931994,13
13876,6467828,3931994,13
13877,6619723,3931994,13
13878,6648398,3931994,13
13879,6669259,3931994,13
13880,6983969,3931994,13
13881,7086678,3931994,13
13882,4131316,3931995,12
13883,4143911,3931995,12
13884,4159147,3931995,12
13885,4423904,3931995,12
13886,4569557,3931995,12
13887,4607884,3931995,12
13888,4615551,3931995,12
13889,4671571,3931995,12
13890,4687250,3931995,12
13891,4822101,3931995,12
13892,5368355,3931995,12
13893,5893610,3931995,12
13894,4155126,3931996,17
13895,4218092,3931996,17
13896,4294488,3931996,17
13897,4502730,3931996,17
13898,4626028,3931996,17
13899,4765681,3931996,17
13900,4872726,3931996,17
13901,4875735,3931996,17
13902,5433507,3931996,17
13903,5474360,3931996,17
13904,5476306,3931996,17
13905,5567013,3931996,17
13906,5588705,3931996,17
13907,5722731,3931996,17
13908,5971490,3931996,17
13909,6145930,3931996,17
13910,6371558,3931996,17
13911,4094181,3931997,1
13912,6626501,3931998,3
13913,6802569,3931998,3
13914,6929332,3931998,3
13915,4249838,3931999,1
13916,4866623,3932000,1
13917,4093314,3932002,3
13918,4116309,3932002,3
13919,4361361,3932002,3
13920,4307917,3932003,1
13921,4083612,3932004,11
13922,4331496,3932004,11
13923,4352527,3932004,11
13924,4585359,3932004,11
13925,4596471,3932004,11
13926,4663810,3932004,11
13927,4773771,3932004,11
13928,5372430,3932004,11
13929,5980112,3932004,11
13930,6439834,3932004,11
13931,7077573,3932004,11
13932,4567833,3932005,4
13933,6092470,3932005,4
13934,6792871,3932005,4
13935,7021617,3932005,4
13936,4042248,3932006,11
13937,4355992,3932006,11
13938,4850723,3932006,11
13939,5441341,3932006,11
13940,5658053,3932006,11
13941,5798589,3932006,11
13942,6324952,3932006,11
13943,6474870,3932006,11
13944,6677283,3932006,11
13945,7025506,3932006,11
13946,7073949,3932006,11
13947,4225143,3932007,2
13948,4307919,3932007,2
13949,4050701,3932008,7
13950,4244234,3932008,7
13951,4256317,3932008,7
13952,4302033,3932008,7
13953,4902024,3932008,7
13954,5199722,3932008,7
13955,5462381,3932008,7
13956,4065194,3932009,14
13957,4568132,3932009,14
13958,4635565,3932009,14
13959,5224429,3932009,14
13960,5323695,3932009,14
13961,5423502,3932009,14
13962,5437236,3932009,14
13963,5483903,3932009,14
13964,5802988,3932009,14
13965,6739670,3932009,14
13966,6902243,3932009,14
13967,6997116,3932009,14
13968,7043810,3932009,14
13969,7114693,3932009,14
13970,4090756,3932010,10
13971,4090757,3932010,10
13972,4153314,3932010,10
13973,4586762,3932010,10
13974,5074009,3932010,10
13975,5553354,3932010,10
13976,5704093,3932010,10
13977,6266184,3932010,10
13978,6373627,3932010,10
13979,6504648,3932010,10
13980,4213663,3932011,3
13981,4493668,3932011,3
13982,5160287,3932011,3
13983,4256358,3932012,2
13984,6592389,3932012,2
13985,4029377,3932013,21
13986,4470651,3932013,21
13987,4470652,3932013,21
13988,4482198,3932013,21
13989,4607899,3932013,21
13990,4679890,3932013,21
13991,4824380,3932013,21
13992,4883430,3932013,21
13993,5145417,3932013,21
13994,5449301,3932013,21
13995,5655927,3932013,21
13996,5685745,3932013,21
13997,5741162,3932013,21
13998,5782655,3932013,21
13999,5921810,3932013,21
14000,5941740,3932013,21
14001,6036534,3932013,21
14002,6077110,3932013,21
14003,6099347,3932013,21
14004,6379179,3932013,21
14005,6431922,3932013,21
14006,4006955,3932016,87
14007,4008942,3932016,87
14008,4076353,3932016,87
14009,4105275,3932016,87
14010,4109300,3932016,87
14011,4118094,3932016,87
14012,4183606,3932016,87
14013,4232356,3932016,87
14014,4349237,3932016,87
14015,4389080,3932016,87
14016,4417778,3932016,87
14017,4462499,3932016,87
14018,4468718,3932016,87
14019,4477135,3932016,87
14020,4498722,3932016,87
14021,4579411,3932016,87
14022,4698024,3932016,87
14023,4712848,3932016,87
14024,4717218,3932016,87
14025,4781612,3932016,87
14026,4878153,3932016,87
14027,4893405,3932016,87
14028,4924354,3932016,87
14029,4927111,3932016,87
14030,4951176,3932016,87
14031,5020999,3932016,87
14032,5191514,3932016,87
14033,5288247,3932016,87
14034,5290174,3932016,87
14035,5297966,3932016,87
14036,5308251,3932016,87
14037,5393234,3932016,87
14038,5395112,3932016,87
14039,5399105,3932016,87
14040,5406455,3932016,87
14041,5419712,3932016,87
14042,5423691,3932016,87
14043,5449297,3932016,87
14044,5470259,3932016,87
14045,5478260,3932016,87
14046,5599232,3932016,87
14047,5683159,3932016,87
14048,5806949,3932016,87
14049,5889656,3932016,87
14050,5892660,3932016,87
14051,5928024,3932016,87
14052,6017246,3932016,87
14053,6030251,3932016,87
14054,6031725,3932016,87
14055,6056583,3932016,87
14056,6059610,3932016,87
14057,6144277,3932016,87
14058,6155433,3932016,87
14059,6159031,3932016,87
14060,6166920,3932016,87
14061,6168450,3932016,87
14062,6215674,3932016,87
14063,6233154,3932016,87
14064,6276041,3932016,87
14065,6305966,3932016,87
14066,6328605,3932016,87
14067,6330991,3932016,87
14068,6349039,3932016,87
14069,6377447,3932016,87
14070,6449163,3932016,87
14071,6482029,3932016,87
14072,6492803,3932016,87
14073,6511350,3932016,87
14074,6522556,3932016,87
14075,6527189,3932016,87
14076,6540540,3932016,87
14077,6540560,3932016,87
14078,6570771,3932016,87
14079,6585534,3932016,87
14080,6607404,3932016,87
14081,6629855,3932016,87
14082,6695630,3932016,87
14083,6699061,3932016,87
14084,6714419,3932016,87
14085,6722908,3932016,87
14086,6769927,3932016,87
14087,6781848,3932016,87
14088,6816388,3932016,87
14089,6881089,3932016,87
14090,6948968,3932016,87
14091,7019392,3932016,87
14092,7108557,3932016,87
14093,4116522,3932017,4
14094,4220390,3932017,4
14095,5911593,3932017,4
14096,7026910,3932017,4
14097,4062616,3932018,10
14098,4258973,3932018,10
14099,4324450,3932018,10
14100,4445748,3932018,10
14101,4522460,3932018,10
14102,4752237,3932018,10
14103,4898544,3932018,10
14104,5417581,3932018,10
14105,6851965,3932018,10
14106,6908331,3932018,10
14107,4934960,3932020,5
14108,5095259,3932020,5
14109,5407366,3932020,5
14110,5601451,3932020,5
14111,5993253,3932020,5
14112,4225892,3932022,2
14113,5351168,3932022,2
14114,4191447,3932023,35
14115,4302069,3932023,35
14116,4309746,3932023,35
14117,4318586,3932023,35
14118,4330869,3932023,35
14119,4341730,3932023,35
14120,4558217,3932023,35
14121,4834484,3932023,35
14122,4842393,3932023,35
14123,5301249,3932023,35
14124,5533139,3932023,35
14125,5560700,3932023,35
14126,5841921,3932023,35
14127,6007225,3932023,35
14128,6025985,3932023,35
14129,6033100,3932023,35
14130,6071748,3932023,35
14131,6097025,3932023,35
14132,6159425,3932023,35
14133,6187267,3932023,35
14134,6256427,3932023,35
14135,6297018,3932023,35
14136,6313960,3932023,35
14137,6317207,3932023,35
14138,6326605,3932023,35
14139,6466316,3932023,35
14140,6469311,3932023,35
14141,6483582,3932023,35
14142,6498335,3932023,35
14143,6499366,3932023,35
14144,6576476,3932023,35
14145,6825921,3932023,35
14146,6982431,3932023,35
14147,6992761,3932023,35
14148,7044655,3932023,35
14149,4037930,3932024,17
14150,4058970,3932024,17
14151,4086003,3932024,17
14152,4106860,3932024,17
14153,4128312,3932024,17
14154,4183629,3932024,17
14155,4277143,3932024,17
14156,4386826,3932024,17
14157,4671618,3932024,17
14158,4673255,3932024,17
14159,4685771,3932024,17
14160,4688900,3932024,17
14161,4971425,3932024,17
14162,5867236,3932024,17
14163,6529255,3932024,17
14164,6819374,3932024,17
14165,6950220,3932024,17
14166,4019809,3932025,21
14167,4025163,3932025,21
14168,4055838,3932025,21
14169,4265989,3932025,21
14170,4711529,3932025,21
14171,4711815,3932025,21
14172,4812019,3932025,21
14173,4819210,3932025,21
14174,4933926,3932025,21
14175,4959257,3932025,21
14176,4966440,3932025,21
14177,5144415,3932025,21
14178,5144443,3932025,21
14179,5159456,3932025,21
14180,5161007,3932025,21
14181,5227885,3932025,21
14182,5299153,3932025,21
14183,5351209,3932025,21
14184,5446563,3932025,21
14185,5898607,3932025,21
14186,6043910,3932025,21
14187,3966305,3932026,24
14188,4021798,3932026,24
14189,4028692,3932026,24
14190,4083099,3932026,24
14191,4201453,3932026,24
14192,4217035,3932026,24
14193,4235525,3932026,24
14194,4235526,3932026,24
14195,4291947,3932026,24
14196,4308442,3932026,24
14197,4346963,3932026,24
14198,4376934,3932026,24
14199,4420224,3932026,24
14200,4632509,3932026,24
14201,4655549,3932026,24
14202,4669825,3932026,24
14203,4669826,3932026,24
14204,4669827,3932026,24
14205,4671615,3932026,24
14206,4676601,3932026,24
14207,4763995,3932026,24
14208,5046825,3932026,24
14209,6259501,3932026,24
14210,6262789,3932026,24
14211,4009941,3932027,12
14212,4236177,3932027,12
14213,4857997,3932027,12
14214,4969730,3932027,12
14215,5777674,3932027,12
14216,5829854,3932027,12
14217,5951135,3932027,12
14218,6089717,3932027,12
14219,6185047,3932027,12
14220,6342980,3932027,12
14221,6471356,3932027,12
14222,6840631,3932027,12
14223,4291946,3932028,4
14224,4365268,3932028,4
14225,4393596,3932028,4
14226,5094001,3932028,4
14227,4190327,3932029,6
14228,4202605,3932029,6
14229,4431269,3932029,6
14230,4657358,3932029,6
14231,4932767,3932029,6
14232,6354370,3932029,6
14233,4371237,3932030,15
14234,4540254,3932030,15
14235,4660946,3932030,15
14236,4666269,3932030,15
14237,4779973,3932030,15
14238,5018850,3932030,15
14239,5576780,3932030,15
14240,5585873,3932030,15
14241,5684561,3932030,15
14242,5793468,3932030,15
14243,5864383,3932030,15
14244,6079831,3932030,15
14245,6120150,3932030,15
14246,6257723,3932030,15
14247,6692126,3932030,15
14248,4751746,3932031,11
14249,4837862,3932031,11
14250,5388269,3932031,11
14251,5394567,3932031,11
14252,5543864,3932031,11
14253,5548351,3932031,11
14254,5614963,3932031,11
14255,5666664,3932031,11
14256,5718002,3932031,11
14257,6609255,3932031,11
14258,6715873,3932031,11
14259,4032224,3932032,27
14260,4256389,3932032,27
14261,4385814,3932032,27
14262,4461552,3932032,27
14263,4600280,3932032,27
14264,4603099,3932032,27
14265,4665004,3932032,27
14266,4692394,3932032,27
14267,4758485,3932032,27
14268,4839733,3932032,27
14269,5055939,3932032,27
14270,5141306,3932032,27
14271,5155510,3932032,27
14272,5194996,3932032,27
14273,5327182,3932032,27
14274,5453802,3932032,27
14275,5485232,3932032,27
14276,5543868,3932032,27
14277,5544140,3932032,27
14278,5600617,3932032,27
14279,5621489,3932032,27
14280,5639585,3932032,27
14281,5666185,3932032,27
14282,5710752,3932032,27
14283,5757465,3932032,27
14284,5991003,3932032,27
14285,6211940,3932032,27
14286,5622426,3932033,1
14287,3980049,3932034,25
14288,4064834,3932034,25
14289,4076857,3932034,25
14290,4089297,3932034,25
14291,4101214,3932034,25
14292,4108545,3932034,25
14293,4112867,3932034,25
14294,4142165,3932034,25
14295,4147127,3932034,25
14296,4200665,3932034,25
14297,4282827,3932034,25
14298,4310238,3932034,25
14299,4343548,3932034,25
14300,4347299,3932034,25
14301,4357901,3932034,25
14302,4385823,3932034,25
14303,4468112,3932034,25
14304,4538897,3932034,25
14305,4611900,3932034,25
14306,4652111,3932034,25
14307,4742370,3932034,25
14308,4786924,3932034,25
14309,4972230,3932034,25
14310,5214477,3932034,25
14311,6580882,3932034,25
14312,4414916,3932035,9
14313,4448872,3932035,9
14314,4571059,3932035,9
14315,5132199,3932035,9
14316,5194902,3932035,9
14317,5475414,3932035,9
14318,5493372,3932035,9
14319,5610646,3932035,9
14320,5697035,3932035,9
14321,4059355,3932036,12
14322,4818852,3932036,12
14323,5181786,3932036,12
14324,5513116,3932036,12
14325,5546316,3932036,12
14326,5550746,3932036,12
14327,5559714,3932036,12
14328,5561604,3932036,12
14329,5726898,3932036,12
14330,5768142,3932036,12
14331,5875110,3932036,12
14332,5993048,3932036,12
14333,4256403,3932038,15
14334,4320291,3932038,15
14335,4516864,3932038,15
14336,4803470,3932038,15
14337,4840137,3932038,15
14338,4859987,3932038,15
14339,5015091,3932038,15
14340,5279157,3932038,15
14341,5311274,3932038,15
14342,5442435,3932038,15
14343,5889284,3932038,15
14344,5949219,3932038,15
14345,5973774,3932038,15
14346,6687643,3932038,15
14347,7030976,3932038,15
14348,4112294,3932039,14
14349,4275596,3932039,14
14350,4321830,3932039,14
14351,4325256,3932039,14
14352,4475814,3932039,14
14353,4560272,3932039,14
14354,4653915,3932039,14
14355,4808064,3932039,14
14356,5235177,3932039,14
14357,5383368,3932039,14
14358,5416324,3932039,14
14359,5838432,3932039,14
14360,5929444,3932039,14
14361,6384908,3932039,14
14362,4033699,3932040,5
14363,4583859,3932040,5
14364,4849637,3932040,5
14365,5009794,3932040,5
14366,6142024,3932040,5
14367,4467213,3932041,1
14368,4025201,3932042,31
14369,4108762,3932042,31
14370,4209802,3932042,31
14371,4280624,3932042,31
14372,4376951,3932042,31
14373,4411522,3932042,31
14374,4500203,3932042,31
14375,4546384,3932042,31
14376,4579227,3932042,31
14377,4586080,3932042,31
14378,4610542,3932042,31
14379,4649503,3932042,31
14380,4660972,3932042,31
14381,4664521,3932042,31
14382,4691231,3932042,31
14383,4736851,3932042,31
14384,4750035,3932042,31
14385,4751386,3932042,31
14386,4912554,3932042,31
14387,5235416,3932042,31
14388,5388705,3932042,31
14389,5558836,3932042,31
14390,5591462,3932042,31
14391,5640464,3932042,31
14392,5729340,3932042,31
14393,5845002,3932042,31
14394,5943436,3932042,31
14395,6448549,3932042,31
14396,6878316,3932042,31
14397,7010863,3932042,31
14398,7148961,3932042,31
14399,4124315,3932043,14
14400,5052840,3932043,14
14401,5883055,3932043,14
14402,6063261,3932043,14
14403,6268315,3932043,14
14404,6540424,3932043,14
14405,6893180,3932043,14
14406,6899485,3932043,14
14407,6964535,3932043,14
14408,6976802,3932043,14
14409,6986618,3932043,14
14410,6986619,3932043,14
14411,7004658,3932043,14
14412,7048458,3932043,14
14413,4072430,3932044,10
14414,4076428,3932044,10
14415,4207013,3932044,10
14416,4217060,3932044,10
14417,4238162,3932044,10
14418,4310259,3932044,10
14419,4410384,3932044,10
14420,4547244,3932044,10
14421,5096322,3932044,10
14422,5626431,3932044,10
14423,4266923,3932045,8
14424,4507979,3932045,8
14425,4596377,3932045,8
14426,4775907,3932045,8
14427,4806027,3932045,8
14428,4815911,3932045,8
14429,4856172,3932045,8
14430,5462363,3932045,8
14431,4049355,3932046,4
14432,4982547,3932046,4
14433,6146047,3932046,4
14434,6338593,3932046,4
14435,4457239,3932047,5
14436,4879800,3932047,5
14437,4973110,3932047,5
14438,5517928,3932047,5
14439,5628256,3932047,5
14440,4077599,3932048,16
14441,4196691,3932048,16
14442,4516376,3932048,16
14443,4635579,3932048,16
14444,4636106,3932048,16
14445,4754712,3932048,16
14446,4809401,3932048,16
14447,4852501,3932048,16
14448,5806933,3932048,16
14449,5832548,3932048,16
14450,5938365,3932048,16
14451,5971484,3932048,16
14452,6168237,3932048,16
14453,6176550,3932048,16
14454,6302486,3932048,16
14455,7101108,3932048,16
14456,4231156,3932049,5
14457,4290157,3932049,5
14458,4759177,3932049,5
14459,5615634,3932049,5
14460,6615762,3932049,5
14461,4411552,3932050,4
14462,4461593,3932050,4
14463,5230137,3932050,4
14464,5924813,3932050,4
14465,4362780,3932051,8
14466,5354145,3932051,8
14467,5464304,3932051,8
14468,5964549,3932051,8
14469,6450729,3932051,8
14470,6648547,3932051,8
14471,6769216,3932051,8
14472,7059800,3932051,8
14473,4066374,3932052,2
14474,4702644,3932052,2
14475,4522608,3932053,7
14476,4622449,3932053,7
14477,4884210,3932053,7
14478,5752790,3932053,7
14479,5918575,3932053,7
14480,6349688,3932053,7
14481,6571460,3932053,7
14482,4152095,3932054,39
14483,4639190,3932054,39
14484,5246339,3932054,39
14485,5373990,3932054,39
14486,6006748,3932054,39
14487,6029660,3932054,39
14488,6029665,3932054,39
14489,6091973,3932054,39
14490,6109871,3932054,39
14491,6119723,3932054,39
14492,6138675,3932054,39
14493,6152129,3932054,39
14494,6155986,3932054,39
14495,6182657,3932054,39
14496,6213119,3932054,39
14497,6237592,3932054,39
14498,6237593,3932054,39
14499,6240921,3932054,39
14500,6253716,3932054,39
14501,6253764,3932054,39
14502,6279569,3932054,39
14503,6332463,3932054,39
14504,6336454,3932054,39
14505,6363270,3932054,39
14506,6367474,3932054,39
14507,6386826,3932054,39
14508,6397841,3932054,39
14509,6526974,3932054,39
14510,6532957,3932054,39
14511,6635021,3932054,39
14512,6688307,3932054,39
14513,6776155,3932054,39
14514,6810876,3932054,39
14515,6889692,3932054,39
14516,6988498,3932054,39
14517,7004908,3932054,39
14518,7059325,3932054,39
14519,7137389,3932054,39
14520,7141021,3932054,39
14521,6270342,3932055,2
14522,7040972,3932055,2
14523,4305696,3932056,8
14524,4748806,3932056,8
14525,4832568,3932056,8
14526,5181827,3932056,8
14527,5411370,3932056,8
14528,5788456,3932056,8
14529,6000906,3932056,8
14530,6553665,3932056,8
14531,4232991,3932057,16
14532,4269565,3932057,16
14533,4582465,3932057,16
14534,4632641,3932057,16
14535,4984964,3932057,16
14536,5314305,3932057,16
14537,5915694,3932057,16
14538,6244815,3932057,16
14539,6261059,3932057,16
14540,6409426,3932057,16
14541,6571714,3932057,16
14542,6634299,3932057,16
14543,6702925,3932057,16
14544,6857773,3932057,16
14545,6966751,3932057,16
14546,7101462,3932057,16
14547,4160170,3932058,20
14548,4161658,3932058,20
14549,4193005,3932058,20
14550,4208871,3932058,20
14551,4242864,3932058,20
14552,4275560,3932058,20
14553,4608822,3932058,20
14554,4794544,3932058,20
14555,5090196,3932058,20
14556,5150859,3932058,20
14557,6321525,3932058,20
14558,6439504,3932058,20
14559,6519929,3932058,20
14560,6526744,3932058,20
14561,6564541,3932058,20
14562,6622963,3932058,20
14563,6655125,3932058,20
14564,6681559,3932058,20
14565,6684623,3932058,20
14566,6748744,3932058,20
14567,4304525,3932059,11
14568,4342540,3932059,11
14569,4368006,3932059,11
14570,4407633,3932059,11
14571,4549851,3932059,11
14572,4549852,3932059,11
14573,4551067,3932059,11
14574,5059094,3932059,11
14575,5092738,3932059,11
14576,5601408,3932059,11
14577,6309182,3932059,11
14578,3988074,3932060,9
14579,4057363,3932060,9
14580,4111386,3932060,9
14581,4218187,3932060,9
14582,4239455,3932060,9
14583,4550812,3932060,9
14584,4739679,3932060,9
14585,5495924,3932060,9
14586,5639214,3932060,9
14587,4868365,3932061,3
14588,5720595,3932061,3
14589,6899517,3932061,3
14590,4147470,3932062,4
14591,4747900,3932062,4
14592,4786347,3932062,4
14593,4826645,3932062,4
14594,4326863,3932063,6
14595,4414006,3932063,6
14596,5060759,3932063,6
14597,5201845,3932063,6
14598,5217357,3932063,6
14599,5257903,3932063,6
14600,4062360,3932065,23
14601,4274411,3932065,23
14602,4316465,3932065,23
14603,4324243,3932065,23
14604,4468914,3932065,23
14605,4621496,3932065,23
14606,4681568,3932065,23
14607,4715710,3932065,23
14608,4755168,3932065,23
14609,4957009,3932065,23
14610,4967940,3932065,23
14611,5007803,3932065,23
14612,5033656,3932065,23
14613,5035350,3932065,23
14614,5098377,3932065,23
14615,5305917,3932065,23
14616,5310257,3932065,23
14617,5407100,3932065,23
14618,5551845,3932065,23
14619,5938408,3932065,23
14620,6508610,3932065,23
14621,6623215,3932065,23
14622,7150585,3932065,23
14623,4074526,3932066,8
14624,4262667,3932066,8
14625,4459982,3932066,8
14626,4903693,3932066,8
14627,5222491,3932066,8
14628,5484270,3932066,8
14629,5683232,3932066,8
14630,6073630,3932066,8
14631,4066536,3932067,5
14632,4076458,3932067,5
14633,4312835,3932067,5
14634,5158676,3932067,5
14635,6712587,3932067,5
14636,4043706,3932068,17
14637,4044567,3932068,17
14638,4065234,3932068,17
14639,4120618,3932068,17
14640,4226574,3932068,17
14641,4725197,3932068,17
14642,4750005,3932068,17
14643,4836147,3932068,17
14644,4844707,3932068,17
14645,4895493,3932068,17
14646,5190498,3932068,17
14647,5292284,3932068,17
14648,6106248,3932068,17
14649,6199391,3932068,17
14650,6331743,3932068,17
14651,6450786,3932068,17
14652,6468037,3932068,17
14653,4357550,3932069,21
14654,4408966,3932069,21
14655,5127796,3932069,21
14656,5246349,3932069,21
14657,5269663,3932069,21
14658,5292284,3932069,21
14659,5407331,3932069,21
14660,5439357,3932069,21
14661,5548173,3932069,21
14662,5601418,3932069,21
14663,5650682,3932069,21
14664,5683231,3932069,21
14665,5753984,3932069,21
