sno,citing,cited,ncites
60977,4790525,3937453,25
60978,4889981,3937453,25
60979,4951933,3937453,25
60980,4953842,3937453,25
60981,5029837,3937453,25
60982,5062598,3937453,25
60983,5144116,3937453,25
60984,5820713,3937453,25
60985,5941671,3937453,25
60986,6182961,3937453,25
60987,6305684,3937453,25
60988,6568591,3937453,25
60989,6585252,3937453,25
60990,6761352,3937453,25
60991,7103206,3937453,25
60992,4078787,3937454,17
60993,4093372,3937454,17
60994,4126390,3937454,17
60995,4157822,3937454,17
60996,4243316,3937454,17
60997,4256298,3937454,17
60998,4330197,3937454,17
60999,4333639,3937454,17
61000,4355880,3937454,17
61001,4440492,3937454,17
61002,4459013,3937454,17
61003,4512651,3937454,17
61004,4533135,3937454,17
61005,5108083,3937454,17
61006,5382015,3937454,17
61007,6032952,3937454,17
61008,6409167,3937454,17
61009,4054092,3937455,21
61010,4105199,3937455,21
61011,4119194,3937455,21
61012,4232860,3937455,21
61013,4284269,3937455,21
61014,4305577,3937455,21
61015,4338522,3937455,21
61016,4348019,3937455,21
61017,4453847,3937455,21
61018,4515358,3937455,21
61019,4597571,3937455,21
61020,4666322,3937455,21
61021,4696462,3937455,21
61022,4715593,3937455,21
61023,4921238,3937455,21
61024,4966360,3937455,21
61025,5211388,3937455,21
61026,5393045,3937455,21
61027,5571265,3937455,21
61028,5722654,3937455,21
61029,6523823,3937455,21
61030,4026425,3937456,10
61031,4129295,3937456,10
61032,4189133,3937456,10
61033,4350333,3937456,10
61034,4354787,3937456,10
61035,4845820,3937456,10
61036,5135352,3937456,10
61037,5369932,3937456,10
61038,6099452,3937456,10
61039,6860708,3937456,10
61040,4438916,3937457,15
61041,4458891,3937457,15
61042,4606537,3937457,15
61043,4940221,3937457,15
61044,5181707,3937457,15
61045,5415388,3937457,15
61046,5433426,3937457,15
61047,5535997,3937457,15
61048,5568918,3937457,15
61049,5632181,3937457,15
61050,5722283,3937457,15
61051,5782129,3937457,15
61052,5895037,3937457,15
61053,5967505,3937457,15
61054,6431539,3937457,15
61055,4279412,3937458,35
61056,4418906,3937458,35
61057,4439262,3937458,35
61058,4482145,3937458,35
61059,4518301,3937458,35
61060,4530686,3937458,35
61061,4537587,3937458,35
61062,4605393,3937458,35
61063,4615265,3937458,35
61064,4643633,3937458,35
61065,4658564,3937458,35
61066,4728093,3937458,35
61067,4784380,3937458,35
61068,4881934,3937458,35
61069,4901843,3937458,35
61070,4902192,3937458,35
61071,5028044,3937458,35
61072,5054761,3937458,35
61073,5061231,3937458,35
61074,5155968,3937458,35
61075,5226640,3937458,35
61076,5395103,3937458,35
61077,5511772,3937458,35
61078,5778632,3937458,35
61079,6062807,3937458,35
61080,6073423,3937458,35
61081,6168149,3937458,35
61082,6416048,3937458,35
61083,6584753,3937458,35
61084,6662525,3937458,35
61085,6792737,3937458,35
61086,6837664,3937458,35
61087,6993887,3937458,35
61088,7137797,3937458,35
61089,7147445,3937458,35
61090,4235435,3937459,15
61091,4265445,3937459,15
61092,4428572,3937459,15
61093,4494748,3937459,15
61094,4548403,3937459,15
61095,4817934,3937459,15
61096,4890825,3937459,15
61097,4986530,3937459,15
61098,4998716,3937459,15
61099,5104117,3937459,15
61100,5261658,3937459,15
61101,5547184,3937459,15
61102,5901954,3937459,15
61103,5931463,3937459,15
61104,5979890,3937459,15
61105,4073346,3937460,11
61106,4086965,3937460,11
61107,4088196,3937460,11
61108,4114695,3937460,11
61109,4136741,3937460,11
61110,4149600,3937460,11
61111,4181180,3937460,11
61112,4650006,3937460,11
61113,4703810,3937460,11
61114,4762182,3937460,11
61115,5052495,3937460,11
61116,4079933,3937461,9
61117,4431184,3937461,9
61118,4634118,3937461,9
61119,5033460,3937461,9
61120,5094448,3937461,9
61121,5178590,3937461,9
61122,5360384,3937461,9
61123,5403253,3937461,9
61124,6869146,3937461,9
61125,4302008,3937462,4
61126,4650056,3937462,4
61127,5472399,3937462,4
61128,5573479,3937462,4
61129,4017071,3937463,11
61130,4093217,3937463,11
61131,5186696,3937463,11
61132,5197730,3937463,11
61133,5427575,3937463,11
61134,5704669,3937463,11
61135,6017293,3937463,11
61136,6508446,3937463,11
61137,6702686,3937463,11
61138,6874851,3937463,11
61139,6966842,3937463,11
61140,4042237,3937464,15
61141,4451036,3937464,15
61142,4460172,3937464,15
61143,4655452,3937464,15
61144,5087039,3937464,15
61145,5161799,3937464,15
61146,5226646,3937464,15
61147,5228683,3937464,15
61148,5228684,3937464,15
61149,5273277,3937464,15
61150,5318291,3937464,15
61151,5478070,3937464,15
61152,5595384,3937464,15
61153,5957788,3937464,15
61154,6435990,3937464,15
61155,4030732,3937465,16
61156,4073490,3937465,16
61157,4720106,3937465,16
61158,4752070,3937465,16
61159,5060942,3937465,16
61160,5092592,3937465,16
61161,5257779,3937465,16
61162,5476257,3937465,16
61163,5688184,3937465,16
61164,5885175,3937465,16
61165,5893803,3937465,16
61166,6048281,3937465,16
61167,6270430,3937465,16
61168,6755755,3937465,16
61169,7128658,3937465,16
61170,7147581,3937465,16
61171,4655451,3937466,3
61172,4783071,3937466,3
61173,6336875,3937466,3
61174,4396192,3937467,1
61175,4155551,3937468,7
61176,4456256,3937468,7
61177,5113847,3937468,7
61178,5306193,3937468,7
61179,5803875,3937468,7
61180,5888137,3937468,7
61181,6126292,3937468,7
61182,4236718,3937469,4
61183,4566694,3937469,4
61184,4976434,3937469,4
61185,6116605,3937469,4
61186,4151994,3937470,9
61187,4354679,3937470,9
61188,5429351,3937470,9
61189,5566953,3937470,9
61190,5779574,3937470,9
61191,5813932,3937470,9
61192,5893811,3937470,9
61193,5910059,3937470,9
61194,6287226,3937470,9
61195,4249740,3937471,12
61196,4883278,3937471,12
61197,5112056,3937471,12
61198,5193813,3937471,12
61199,5195750,3937471,12
61200,5338040,3937471,12
61201,5556099,3937471,12
61202,5678819,3937471,12
61203,5826880,3937471,12
61204,6170825,3937471,12
61205,6543772,3937471,12
61206,7114723,3937471,12
61207,4666163,3937472,6
61208,4838551,3937472,6
61209,5056793,3937472,6
61210,5545042,3937472,6
61211,6099318,3937472,6
61212,6702586,3937472,6
61213,4817954,3937473,5
61214,5197739,3937473,5
61215,5358250,3937473,5
61216,5613300,3937473,5
61217,5672115,3937473,5
61218,4178409,3937474,81
61219,4178410,3937474,81
61220,4326716,3937474,81
61221,4422638,3937474,81
61222,4534558,3937474,81
61223,4667963,3937474,81
61224,4762322,3937474,81
61225,4809978,3937474,81
61226,4964639,3937474,81
61227,5083778,3937474,81
61228,5290036,3937474,81
61229,5333861,3937474,81
61230,5358249,3937474,81
61231,5458332,3937474,81
61232,5505450,3937474,81
61233,5716290,3937474,81
61234,5921871,3937474,81
61235,5931743,3937474,81
61236,5938543,3937474,81
61237,6080069,3937474,81
61238,6238302,3937474,81
61239,6273831,3937474,81
61240,6299547,3937474,81
61241,6328661,3937474,81
61242,6336869,3937474,81
61243,6338683,3937474,81
61244,6348013,3937474,81
61245,6348015,3937474,81
61246,6364789,3937474,81
61247,6390932,3937474,81
61248,6390933,3937474,81
61249,6425831,3937474,81
61250,6435982,3937474,81
61251,6471604,3937474,81
61252,6478690,3937474,81
61253,6478692,3937474,81
61254,6491592,3937474,81
61255,6506125,3937474,81
61256,6565452,3937474,81
61257,6569033,3937474,81
61258,6575845,3937474,81
61259,6582323,3937474,81
61260,6602149,3937474,81
61261,6632391,3937474,81
61262,6648773,3937474,81
61263,6663504,3937474,81
61264,6669578,3937474,81
61265,6669579,3937474,81
61266,6672975,3937474,81
61267,6683152,3937474,81
61268,6719643,3937474,81
61269,6739982,3937474,81
61270,6739983,3937474,81
61271,6743118,3937474,81
61272,6758763,3937474,81
61273,6800037,3937474,81
61274,6860823,3937474,81
61275,6863620,3937474,81
61276,6881159,3937474,81
61277,6893358,3937474,81
61278,6902497,3937474,81
61279,6926619,3937474,81
61280,6932716,3937474,81
61281,6971960,3937474,81
61282,6994636,3937474,81
61283,6994637,3937474,81
61284,7025692,3937474,81
61285,7029616,3937474,81
61286,7048648,3937474,81
61287,7070516,3937474,81
61288,7082665,3937474,81
61289,7097573,3937474,81
61290,7101290,3937474,81
61291,7118493,3937474,81
61292,7121957,3937474,81
61293,7125344,3937474,81
61294,7128661,3937474,81
61295,7144333,3937474,81
61296,7144334,3937474,81
61297,7144335,3937474,81
61298,7147569,3937474,81
61299,6416427,3937475,1
61300,4214756,3937476,4
61301,4416006,3937476,4
61302,4571529,3937476,4
61303,4918678,3937476,4
61304,4071254,3937477,14
61305,4076259,3937477,14
61306,4133541,3937477,14
61307,4243230,3937477,14
61308,4291888,3937477,14
61309,4305592,3937477,14
61310,4421321,3937477,14
61311,4466619,3937477,14
61312,5217234,3937477,14
61313,5503407,3937477,14
61314,5709389,3937477,14
61315,6296254,3937477,14
61316,6412784,3937477,14
61317,6494458,3937477,14
61318,4425699,3937478,4
61319,4784411,3937478,4
61320,4892321,3937478,4
61321,4969769,3937478,4
61322,4227706,3937479,4
61323,4463961,3937479,4
61324,6234496,3937479,4
61325,6966573,3937479,4
61326,4033603,3937480,13
61327,4052086,3937480,13
61328,4095814,3937480,13
61329,4192527,3937480,13
61330,4266806,3937480,13
61331,4269431,3937480,13
61332,4294461,3937480,13
61333,4336955,3937480,13
61334,4896896,3937480,13
61335,5040819,3937480,13
61336,6189913,3937480,13
61337,6883255,3937480,13
61338,7086662,3937480,13
61339,4067593,3937481,24
61340,4522422,3937481,24
61341,5056808,3937481,24
61342,5085453,3937481,24
61343,5211417,3937481,24
61344,5251923,3937481,24
61345,5269555,3937481,24
61346,5280942,3937481,24
61347,5301976,3937481,24
61348,5320377,3937481,24
61349,5326126,3937481,24
61350,5342078,3937481,24
61351,5362085,3937481,24
61352,5385364,3937481,24
61353,5393086,3937481,24
61354,5417448,3937481,24
61355,5421602,3937481,24
61356,5435588,3937481,24
61357,5441296,3937481,24
61358,5447322,3937481,24
61359,5651560,3937481,24
61360,5765854,3937481,24
61361,6676151,3937481,24
61362,6729640,3937481,24
61363,4262919,3937482,12
61364,4320905,3937482,12
61365,4391201,3937482,12
61366,4561664,3937482,12
61367,4928983,3937482,12
61368,5238434,3937482,12
61369,5957471,3937482,12
61370,6364324,3937482,12
61371,6776424,3937482,12
61372,6908351,3937482,12
61373,7083173,3937482,12
61374,7086654,3937482,12
61375,4214644,3937484,13
61376,4327811,3937484,13
61377,4364340,3937484,13
61378,4385676,3937484,13
61379,4422519,3937484,13
61380,4438828,3937484,13
61381,4492284,3937484,13
61382,4577719,3937484,13
61383,4830134,3937484,13
61384,5048634,3937484,13
61385,5284221,3937484,13
61386,5388660,3937484,13
61387,7150334,3937484,13
61388,4294463,3937485,8
61389,4728065,3937485,8
61390,5033758,3937485,8
61391,5123665,3937485,8
61392,5556064,3937485,8
61393,6036219,3937485,8
61394,6471220,3937485,8
61395,7017938,3937485,8
61396,4810000,3937486,3
61397,5678835,3937486,3
61398,7152868,3937486,3
61399,4152025,3937487,9
61400,4221403,3937487,9
61401,4258934,3937487,9
61402,4288098,3937487,9
61403,5104193,3937487,9
61404,5863009,3937487,9
61405,6189181,3937487,9
61406,6419271,3937487,9
61407,7048339,3937487,9
61408,4097065,3937488,34
61409,4111458,3937488,34
61410,4205811,3937488,34
61411,4977016,3937488,34
61412,4994225,3937488,34
61413,5010663,3937488,34
61414,5018761,3937488,34
61415,5044663,3937488,34
61416,5046759,3937488,34
61417,5073418,3937488,34
61418,5076975,3937488,34
61419,5104727,3937488,34
61420,5131434,3937488,34
61421,5178408,3937488,34
61422,5364123,3937488,34
61423,5407728,3937488,34
61424,5486210,3937488,34
61425,5501488,3937488,34
61426,5518269,3937488,34
61427,5542703,3937488,34
61428,5552472,3937488,34
61429,5566434,3937488,34
61430,5603526,3937488,34
61431,5630261,3937488,34
61432,5662354,3937488,34
61433,5704639,3937488,34
61434,5713598,3937488,34
61435,5725244,3937488,34
61436,5763330,3937488,34
61437,5902672,3937488,34
61438,6213163,3937488,34
61439,6318754,3937488,34
61440,6536481,3937488,34
61441,7150470,3937488,34
61442,4325564,3937489,10
61443,4413835,3937489,10
61444,5984342,3937489,10
61445,6042138,3937489,10
61446,6290247,3937489,10
61447,6305702,3937489,10
61448,6406050,3937489,10
61449,6422641,3937489,10
61450,6883819,3937489,10
61451,6921099,3937489,10
61452,4082348,3937490,34
61453,4098521,3937490,34
61454,4326732,3937490,34
61455,4351540,3937490,34
61456,4360213,3937490,34
61457,4375295,3937490,34
61458,4380343,3937490,34
61459,4405142,3937490,34
61460,4462604,3937490,34
61461,4500102,3937490,34
61462,4548421,3937490,34
61463,4591182,3937490,34
61464,4595212,3937490,34
61465,4729572,3937490,34
61466,4730842,3937490,34
61467,4750478,3937490,34
61468,4813693,3937490,34
61469,4957303,3937490,34
61470,4989890,3937490,34
61471,5076602,3937490,34
61472,5110173,3937490,34
61473,5131672,3937490,34
61474,5176393,3937490,34
61475,5233743,3937490,34
61476,5320373,3937490,34
61477,5401045,3937490,34
61478,5564786,3937490,34
61479,5577753,3937490,34
61480,6164674,3937490,34
61481,6352307,3937490,34
61482,6428029,3937490,34
61483,6499762,3937490,34
61484,6604750,3937490,34
61485,7134678,3937490,34
61486,5100178,3937491,2
61487,6935659,3937491,2
61488,4429827,3937492,31
61489,4585160,3937492,31
61490,4784317,3937492,31
61491,4898323,3937492,31
61492,4915288,3937492,31
61493,4948028,3937492,31
61494,5062570,3937492,31
61495,5570835,3937492,31
61496,5633071,3937492,31
61497,5664725,3937492,31
61498,5752647,3937492,31
61499,5860904,3937492,31
61500,5862978,3937492,31
61501,5890647,3937492,31
61502,5918802,3937492,31
61503,5950910,3937492,31
61504,6003902,3937492,31
61505,6029883,3937492,31
61506,6041999,3937492,31
61507,6047880,3937492,31
61508,6050603,3937492,31
61509,6071367,3937492,31
61510,6089613,3937492,31
61511,6136129,3937492,31
61512,6179202,3937492,31
61513,6179334,3937492,31
61514,6361077,3937492,31
61515,6371521,3937492,31
61516,6540131,3937492,31
61517,6578874,3937492,31
61518,6926309,3937492,31
61519,4050719,3937493,32
61520,4204639,3937493,32
61521,4240848,3937493,32
61522,4329191,3937493,32
61523,4445711,3937493,32
61524,4544182,3937493,32
61525,4749121,3937493,32
61526,4907825,3937493,32
61527,4923217,3937493,32
61528,4962951,3937493,32
61529,5161731,3937493,32
61530,5182152,3937493,32
61531,5197764,3937493,32
61532,5256130,3937493,32
61533,5283091,3937493,32
61534,5304066,3937493,32
61535,5401547,3937493,32
61536,5607737,3937493,32
61537,5711750,3937493,32
61538,5720427,3937493,32
61539,6032984,3937493,32
61540,6045277,3937493,32
61541,6116652,3937493,32
61542,6206425,3937493,32
61543,6257623,3937493,32
61544,6349970,3937493,32
61545,6385860,3937493,32
61546,6452694,3937493,32
61547,6490817,3937493,32
61548,6581971,3937493,32
61549,6969092,3937493,32
61550,7140136,3937493,32
61551,4006924,3937494,6
61552,4295610,3937494,6
61553,4302033,3937494,6
61554,6155493,3937494,6
61555,6209801,3937494,6
61556,6478237,3937494,6
61557,4643660,3937495,1
61558,4790570,3937496,1
61559,4174859,3937497,3
61560,4781399,3937497,3
61561,6691411,3937497,3
61562,5201552,3937498,2
61563,5379836,3937498,2
61564,4262943,3937499,9
61565,4527816,3937499,9
61566,4601448,3937499,9
61567,5407238,3937499,9
61568,5415435,3937499,9
61569,5957894,3937499,9
61570,6547285,3937499,9
61571,6561548,3937499,9
61572,7032767,3937499,9
61573,4647083,3937500,6
61574,4655483,3937500,6
61575,4867488,3937500,6
61576,5174612,3937500,6
61577,5398980,3937500,6
61578,6502867,3937500,6
61579,4643464,3937501,3
61580,4852917,3937501,3
61581,6921115,3937501,3
61582,4068891,3937502,13
61583,4327945,3937502,13
61584,4520617,3937502,13
61585,4575302,3937502,13
61586,4948324,3937502,13
61587,5006039,3937502,13
61588,5064248,3937502,13
61589,5186597,3937502,13
61590,5299856,3937502,13
61591,5380142,3937502,13
61592,5826947,3937502,13
61593,6463724,3937502,13
61594,6761413,3937502,13
61595,3988031,3937503,6
61596,4407204,3937503,6
61597,4422312,3937503,6
61598,4475311,3937503,6
61599,4669765,3937503,6
61600,4673202,3937503,6
61601,5609371,3937504,7
61602,5673949,3937504,7
61603,5762385,3937504,7
61604,6179352,3937504,7
61605,6631931,3937504,7
61606,6746060,3937504,7
61607,7065922,3937504,7
61608,4428607,3937505,2
61609,6863317,3937505,2
61610,4085650,3937506,6
61611,4131969,3937506,6
61612,5121950,3937506,6
61613,5427422,3937506,6
61614,5769473,3937506,6
61615,6923127,3937506,6
61616,4074916,3937507,6
61617,4280726,3937507,6
61618,4917423,3937507,6
61619,4936612,3937507,6
61620,5743574,3937507,6
61621,6918620,3937507,6
61622,4111478,3937508,12
61623,4569865,3937508,12
61624,4629232,3937508,12
61625,4671550,3937508,12
61626,4671551,3937508,12
61627,4685712,3937508,12
61628,4695084,3937508,12
61629,4786093,3937508,12
61630,4877279,3937508,12
61631,5107949,3937508,12
61632,5971451,3937508,12
61633,6998084,3937508,12
61634,4042269,3937509,11
61635,4572559,3937509,11
61636,4896912,3937509,11
61637,5131704,3937509,11
61638,5360247,3937509,11
61639,5382063,3937509,11
61640,5403050,3937509,11
61641,6048008,3937509,11
61642,6113166,3937509,11
61643,6602231,3937509,11
61644,6942264,3937509,11
61645,4203416,3937510,3
61646,4809435,3937510,3
61647,5697659,3937510,3
61648,5964073,3937511,1
61649,4192539,3937512,13
61650,4930824,3937512,13
61651,4930825,3937512,13
61652,5139185,3937512,13
61653,5344201,3937512,13
61654,5441494,3937512,13
61655,5469785,3937512,13
61656,5687889,3937512,13
61657,5901994,3937512,13
61658,5941586,3937512,13
61659,6669254,3937512,13
61660,6820906,3937512,13
61661,6877273,3937512,13
61662,4086132,3937513,4
61663,4138321,3937513,4
61664,4476086,3937513,4
61665,4781882,3937513,4
61666,4126348,3937514,10
61667,4397605,3937514,10
61668,4531875,3937514,10
61669,4547109,3937514,10
61670,5284374,3937514,10
61671,5642810,3937514,10
61672,6138529,3937514,10
61673,6332502,3937514,10
61674,6533046,3937514,10
61675,6814164,3937514,10
61676,4030746,3937515,8
61677,4126348,3937515,8
61678,4243257,3937515,8
61679,4354793,3937515,8
61680,4462733,3937515,8
61681,4547110,3937515,8
61682,4647099,3937515,8
61683,6138529,3937515,8
61684,4127299,3937516,6
61685,4294486,3937516,6
61686,4844528,3937516,6
61687,5560673,3937516,6
61688,5971459,3937516,6
61689,6644706,3937516,6
61690,4022026,3937517,8
61691,4050259,3937517,8
61692,4065167,3937517,8
61693,4079792,3937517,8
61694,4146106,3937517,8
61695,4173370,3937517,8
61696,4173371,3937517,8
61697,4275800,3937517,8
61698,4226469,3937518,12
61699,5013084,3937518,12
61700,5374100,3937518,12
61701,6637072,3937518,12
61702,6769734,3937518,12
61703,6802566,3937518,12
61704,6817667,3937518,12
61705,6840582,3937518,12
61706,6874852,3937518,12
61707,6908159,3937518,12
61708,6910741,3937518,12
61709,6988769,3937518,12
61710,4274650,3937519,8
61711,4375840,3937519,8
61712,4431076,3937519,8
61713,4595232,3937519,8
61714,5108202,3937519,8
61715,5236398,3937519,8
61716,5683321,3937519,8
61717,6460930,3937519,8
61718,3982995,3937520,8
61719,4045084,3937520,8
61720,4046678,3937520,8
61721,4293333,3937520,8
61722,4427235,3937520,8
61723,4522261,3937520,8
61724,5044435,3937520,8
61725,5084160,3937520,8
61726,4471536,3937521,4
61727,4701080,3937521,4
61728,4834587,3937521,4
61729,5489166,3937521,4
61730,4653928,3937522,3
61731,5634982,3937522,3
61732,5802774,3937522,3
61733,3975059,3937523,12
61734,4066303,3937523,12
61735,4068900,3937523,12
61736,4181370,3937523,12
61737,4198100,3937523,12
61738,4217005,3937523,12
61739,4260196,3937523,12
61740,4265490,3937523,12
61741,4896923,3937523,12
61742,5390987,3937523,12
61743,6241326,3937523,12
61744,6357836,3937523,12
61745,4050747,3937525,5
61746,4072364,3937525,5
61747,4184203,3937525,5
61748,4320460,3937525,5
61749,4739484,3937525,5
61750,4593890,3937526,3
61751,5050940,3937526,3
61752,5136510,3937526,3
61753,4025127,3937527,5
61754,4155603,3937527,5
61755,5439277,3937527,5
61756,6866346,3937527,5
61757,6953228,3937527,5
61758,4371362,3937528,4
61759,6280009,3937528,4
61760,6652043,3937528,4
61761,6733093,3937528,4
61762,4094557,3937529,5
61763,4141601,3937529,5
61764,4165137,3937529,5
61765,4383718,3937529,5
61766,6065818,3937529,5
61767,4098543,3937530,3
61768,4423910,3937530,3
61769,6354679,3937530,3
61770,4183596,3937531,31
61771,4200342,3937531,31
61772,4272139,3937531,31
61773,4370007,3937531,31
61774,4423914,3937531,31
61775,4557531,3937531,31
61776,4749242,3937531,31
61777,4872734,3937531,31
61778,5002402,3937531,31
61779,5281021,3937531,31
61780,5292198,3937531,31
61781,5316389,3937531,31
61782,5385405,3937531,31
61783,5411333,3937531,31
61784,5417490,3937531,31
61785,5466060,3937531,31
61786,5484197,3937531,31
61787,5507571,3937531,31
61788,5695265,3937531,31
61789,5823649,3937531,31
61790,5868479,3937531,31
61791,5904412,3937531,31
61792,5974667,3937531,31
61793,6033047,3937531,31
61794,6145945,3937531,31
61795,6158123,3937531,31
61796,6254210,3937531,31
61797,6328809,3937531,31
61798,6379045,3937531,31
61799,6749276,3937531,31
61800,6938967,3937531,31
61801,4547023,3937532,3
61802,5344227,3937532,3
61803,6390678,3937532,3
61804,4012083,3937533,19
61805,4121143,3937533,19
61806,4167296,3937533,19
61807,4244629,3937533,19
61808,4392693,3937533,19
61809,4470644,3937533,19
61810,4483570,3937533,19
61811,4774424,3937533,19
61812,4885491,3937533,19
61813,4983870,3937533,19
61814,5053662,3937533,19
61815,5084644,3937533,19
61816,5179308,3937533,19
61817,5347190,3937533,19
61818,5355042,3937533,19
61819,5610568,3937533,19
61820,5627421,3937533,19
61821,5682071,3937533,19
61822,6608417,3937533,19
61823,5971616,3937534,2
61824,6183138,3937534,2
61825,5197809,3937535,8
61826,5226737,3937535,8
61827,5246297,3937535,8
61828,5980116,3937535,8
61829,6174090,3937535,8
61830,6224266,3937535,8
61831,6736418,3937535,8
61832,6769809,3937535,8
61833,4056292,3937536,1
61834,4267623,3937537,5
61835,4856493,3937537,5
61836,5134831,3937537,5
61837,5437503,3937537,5
61838,5951134,3937537,5
61839,4212098,3937538,4
61840,4235483,3937538,4
61841,4513630,3937538,4
61842,4564300,3937538,4
61843,4878769,3937539,9
61844,5037214,3937539,9
61845,5207118,3937539,9
61846,5236028,3937539,9
61847,5354391,3937539,9
61848,5535516,3937539,9
61849,6334713,3937539,9
61850,6485185,3937539,9
61851,6770007,3937539,9
61852,4161344,3937540,2
61853,4622860,3937540,2
61854,3994546,3937541,12
61855,4042285,3937541,12
61856,4062603,3937541,12
61857,4081204,3937541,12
61858,4109343,3937541,12
61859,4225200,3937541,12
61860,4317266,3937541,12
61861,4892424,3937541,12
61862,5489255,3937541,12
61863,5727896,3937541,12
61864,6336868,3937541,12
61865,6899517,3937541,12
61866,5122673,3937542,2
61867,6443744,3937542,2
61868,4106831,3937543,3
61869,6881069,3937543,3
61870,6935046,3937543,3
61871,4053194,3937544,1
61872,4164636,3937545,48
61873,4214472,3937545,48
61874,4311355,3937545,48
61875,4556226,3937545,48
61876,4557542,3937545,48
61877,4565416,3937545,48
61878,4601528,3937545,48
61879,4605272,3937545,48
61880,4611872,3937545,48
61881,4621883,3937545,48
61882,4639061,3937545,48
61883,4664461,3937545,48
61884,4684188,3937545,48
61885,4714437,3937545,48
61886,4749372,3937545,48
61887,4758183,3937545,48
61888,4775333,3937545,48
61889,4784617,3937545,48
61890,4810208,3937545,48
61891,4820181,3937545,48
61892,4842541,3937545,48
61893,4874325,3937545,48
61894,4891021,3937545,48
61895,4895529,3937545,48
61896,4940421,3937545,48
61897,4944688,3937545,48
61898,4973266,3937545,48
61899,4979913,3937545,48
61900,5110302,3937545,48
61901,5328382,3937545,48
61902,5336102,3937545,48
61903,5376013,3937545,48
61904,5470248,3937545,48
61905,5536103,3937545,48
61906,5542856,3937545,48
61907,5545062,3937545,48
61908,5595497,3937545,48
61909,5605468,3937545,48
61910,5605471,3937545,48
61911,5651689,3937545,48
61912,5704799,3937545,48
61913,5711685,3937545,48
61914,5716233,3937545,48
61915,5730624,3937545,48
61916,5803759,3937545,48
61917,5807130,3937545,48
61918,5906499,3937545,48
61919,5993272,3937545,48
61920,4029381,3937546,3
61921,4030796,3937546,3
61922,4090760,3937546,3
61923,4169793,3937547,5
61924,4209080,3937547,5
61925,4247136,3937547,5
61926,4637640,3937547,5
61927,6029828,3937547,5
61928,4199211,3937548,7
61929,4437720,3937548,7
61930,4701000,3937548,7
61931,6045373,3937548,7
61932,6315592,3937548,7
61933,6413110,3937548,7
61934,6443757,3937548,7
61935,4168873,3937549,10
61936,4274198,3937549,10
61937,4370009,3937549,10
61938,4522460,3937549,10
61939,5022867,3937549,10
61940,5417581,3937549,10
61941,5611709,3937549,10
61942,5622515,3937549,10
61943,6132237,3937549,10
61944,6475018,3937549,10
61945,4414426,3937550,4
61946,4478477,3937550,4
61947,4605815,3937550,4
61948,4773287,3937550,4
61949,4148546,3937551,2
61950,5248269,3937551,2
61951,5212351,3937552,2
61952,6325675,3937552,2
61953,4515422,3937553,3
61954,5376026,3937553,3
61955,7074054,3937553,3
61956,4728165,3937554,1
61957,3989347,3937555,6
61958,4277127,3937555,6
61959,5283777,3937555,6
61960,5910111,3937555,6
61961,6700686,3937555,6
61962,6831762,3937555,6
61963,4294538,3937556,3
61964,5402205,3937556,3
61965,5975710,3937556,3
61966,4111524,3937557,30
61967,4184740,3937557,30
61968,4193661,3937557,30
61969,4198117,3937557,30
61970,4208094,3937557,30
61971,4213677,3937557,30
61972,4229067,3937557,30
61973,4239330,3937557,30
61974,4240694,3937557,30
61975,4277170,3937557,30
61976,4285570,3937557,30
61977,4285571,3937557,30
61978,4302069,3937557,30
61979,4304460,3937557,30
61980,4318586,3937557,30
61981,4339170,3937557,30
61982,4498730,3937557,30
61983,4522461,3937557,30
61984,4550975,3937557,30
61985,4566753,3937557,30
61986,4708424,3937557,30
61987,4786131,3937557,30
61988,4834484,3937557,30
61989,4896934,3937557,30
61990,4915469,3937557,30
61991,4961622,3937557,30
61992,5754716,3937557,30
61993,5768450,3937557,30
61994,5892868,3937557,30
61995,6016371,3937557,30
61996,4053765,3937558,11
61997,4147977,3937558,11
61998,4264127,3937558,11
61999,4286145,3937558,11
62000,4295470,3937558,11
62001,4379225,3937558,11
62002,4416285,3937558,11
62003,4772093,3937558,11
62004,4847490,3937558,11
62005,5162640,3937558,11
62006,5945656,3937558,11
62007,4054365,3937559,27
62008,4078853,3937559,27
62009,4096010,3937559,27
62010,4097119,3937559,27
62011,4133915,3937559,27
62012,4146302,3937559,27
62013,4149072,3937559,27
62014,4153332,3937559,27
62015,4178069,3937559,27
62016,4188088,3937559,27
62017,4190319,3937559,27
62018,4289375,3937559,27
62019,4744631,3937559,27
62020,4784455,3937559,27
62021,4861135,3937559,27
62022,4913515,3937559,27
62023,4980007,3937559,27
62024,5076881,3937559,27
62025,5291573,3937559,27
62026,5608832,3937559,27
62027,5761362,3937559,27
62028,6048426,3937559,27
62029,6160938,3937559,27
62030,6442317,3937559,27
62031,6467521,3937559,27
62032,6704481,3937559,27
62033,6814829,3937559,27
62034,3977764,3937560,16
62035,4021099,3937560,16
62036,4156556,3937560,16
62037,4173390,3937560,16
62038,4191446,3937560,16
62039,4211469,3937560,16
62040,4212512,3937560,16
62041,4225782,3937560,16
62042,4285571,3937560,16
62043,4310217,3937560,16
62044,4346961,3937560,16
62045,4378143,3937560,16
62046,4423922,3937560,16
62047,4873697,3937560,16
62048,6408115,3937560,16
62049,6954592,3937560,16
62050,4039254,3937561,2
62051,4871228,3937561,2
